19:33:59.527  CMBT   | Killed Py6Jl	 Ship_Race3_M_T2_Pirate|0000000248;	 killer Feresey|0000000204 Weapon_Plasmagun_Heavy_T5_Pirate 
21:47:37.162  CMBT   | Killed ClanShip_SideTurret_t5|0000000768;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.047  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000508;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.048  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000461;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.048  CMBT   | Killed ClanShip_SideRocketTurret_t5|0000000756;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.048  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000507;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.048  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000515;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.049  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000516;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:47:41.501  CMBT   | Killed aSpectro	 Ship_Race1_S_T5_Nordstorm|0000002811;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:47:46.140  CMBT   | Killed ClanShip_Torpedo|0000014298;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:47:47.781  CMBT   | Killed ClanShip_SideTurret|0000000670;	 killer evergreen|0000002435 SpaceMissile_Nuke_T4_Mk3 
21:47:49.509  CMBT   | Killed ClanShip_Torpedo|0000014296;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:47:49.575  CMBT   | Killed ClanShip_Torpedo|0000014300;	 killer TORON|0000003964 RemoteDisintegrator 
21:47:58.273  CMBT   | Killed ClanShip_SideRocketTurret_t5|0000000765;	 killer Gladiator|0000002216 Weapon_PlasmaBursts_T5_Rel 
21:48:01.156  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000637;	 killer Khushal64n6|0000015794 Weapon_PlasmaWebLaser_T5_Epic 
21:48:01.868  CMBT   | Killed ClanShip_Torpedo|0000014302;	 killer ClanShip_SideTurret_t5|0000000772 ClanShip_SideTurret_t5 
21:48:04.788  CMBT   | Killed evergreen	 Ship_Race3_S_T4_Faction1|0000002435;	 killer Py6Jl|0000002265 Weapon_ThorHammer_T5_Epic 
21:48:05.905  CMBT   | Killed ClanShip_FlakGun|0000000530;	 killer Gladiator|0000002216 Module_Javelin_T5_Epic 
21:48:06.581  CMBT   | Killed ClanShip_FlakGun|0000000521;	 killer Gladiator|0000002216 Module_DevastatorGun_T5_Epic 
21:48:06.871  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000016357;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:48:07.699  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021471;	 killer ClanShip_SideTurret_t5|0000000711 ClanShip_SideTurret_t5 
21:48:08.779  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021275;	 killer ClanShip_SideTurret_t5|0000000705 ClanShip_SideTurret_t5 
21:48:09.266  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021384;	 killer ClanShip_SideTurret_t5|0000000711 ClanShip_SideTurret_t5 
21:48:10.175  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021364;	 killer ClanShip_SideTurret_t5|0000000705 ClanShip_SideTurret_t5 
21:48:10.233  CMBT   | Killed RemoteDisintegratorDrone(TORON)|0000014768;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:48:10.287  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021572;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:48:10.807  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000638;	 killer Khushal64n6|0000015794 Weapon_PlasmaWebLaser_T5_Epic 
21:48:11.065  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021612;	 killer Nafalar|0000002901 SpaceMissile_Barrage_T5_Mk3 
21:48:12.254  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021717;	 killer Nafalar|0000002901 SpaceMissile_Barrage_T5_Mk3 
21:48:14.276  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015309;	 killer CMDshephardN7|0000021290 Weapon_Sparks_Cannon_T5_Epic 
21:48:14.546  CMBT   | Killed Drone_DroneField_Active(Khushal64n6)|0000021436;	 killer Feresey|0000001628 Module_ThorBlast 
21:48:14.725  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015371;	 killer ClanShip_SideTurret_t5|0000000715 ClanShip_SideTurret_t5 
21:48:16.340  CMBT   | Killed ClanShip_SideRocketTurret_t5|0000000762;	 killer PomogitePsixy|0000002329 Weapon_Hammer_T5_Epic 
21:48:22.578  CMBT   | Killed Khushal64n6	 Ship_Race3_H_T5_Uniq|0000015794;	 killer Nafalar|0000002901 ClanShip_SideTurret_t5 
21:48:23.746  CMBT   | Killed ClanShip_SideTurret_t5|0000000770;	 killer Gladiator|0000002216 Weapon_PlasmaBursts_T5_Rel 
21:48:25.046  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015329;	 killer MSGallaxy|0000002935 Weapon_InterferentPlasmaEmitter_T5_Epic 
21:48:25.092  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000015351;	 killer ClanShip_SideTurret_t5|0000000723 ClanShip_SideTurret_t5 
21:48:32.950  CMBT   | Killed ClanShip_SideTurret|0000000687;	 killer Gabarn|0000015589 SpaceMissile_Nuke_T4_Mk3 
21:48:34.741  CMBT   | Killed ClanShip_SideTurret_t5|0000000776;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:48:36.879  CMBT   | Killed Gabarn	 Ship_Race3_S_T4_Faction1|0000015589;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:48:36.995  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000568;	 killer TORON|0000003964 RemoteDisintegrator 
21:48:37.727  CMBT   | Killed CMDshephardN7	 Ship_Race1_S_T5_Herald|0000021290;	 killer Gladiator|0000002216 Weapon_PlasmaBursts_T5_Rel 
21:48:38.113  CMBT   | Killed SpyBeacon(AquisitorT)|0000027289;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:48:43.057  CMBT   | Killed ClanShip_SideTurret_t5|0000000772;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:48:46.986  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000509;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:48:46.987  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000513;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:48:46.987  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000514;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:48:46.987  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000510;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:48:46.987  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000470;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:48:48.109  CMBT   | Killed SwarmPack3(Gladiator)|0000002315;	 killer Gladiator|0000002315 (suicide) <FriendlyFire>
21:48:48.110  CMBT   | Killed Gladiator	 Ship_Race5_H_OVERSEER_Rank15_13|0000002216;	 killer evergreen|0000030037 ModuleEngine_Race5_Huge_R13_Mk6 
21:48:48.110  CMBT   | Killed ModuleEngine_Race5_Huge_R13_Mk6(Gladiator)|0000002245;	 killer evergreen|0000030037 Module_EnergyLance_T5_Epic 
21:48:49.231  CMBT   | Killed RemoteDisintegratorDrone(MSGallaxy)|0000028428;	 killer Jigolee|0000009191 Weapon_Cold_Ray_T5_Rel 
21:48:51.651  CMBT   | Killed RemoteDisintegratorDrone(TORON)|0000025706;	 killer Jigolee|0000009191 Weapon_Cold_Ray_T5_Rel 
21:48:53.673  CMBT   | Killed ClanShip_Torpedo|0000034006;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:48:54.577  CMBT   | Killed evergreen	 Ship_Race3_S_T4_Premium|0000030037;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:48:56.313  CMBT   | Killed RemoteDisintegratorDrone(TORON)|0000035453;	 killer TORON|0000003964 (suicide) <FriendlyFire>
21:48:56.714  CMBT   | Killed SpyBeacon(AquisitorT)|0000036482;	 killer Py6Jl|0000002265 Weapon_ThorHammer_T5_Epic 
21:48:56.869  CMBT   | Killed ClanShip_Torpedo|0000034004;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:48:57.507  CMBT   | Killed AquisitorT	 Ship_Race5_S_SCOUT_Rank15_11|0000020137;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:49:03.160  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000031070;	 killer ClanShip_SideTurret_t5|0000000723 ClanShip_SideTurret_t5 
21:49:05.705  CMBT   | Killed SwarmPack3(aSpectro)|0000022444;	 killer aSpectro|0000022444 (suicide) <FriendlyFire>
21:49:05.708  CMBT   | Killed aSpectro	 Ship_Race5_H_OVERSEER_Rank15_13|0000022378;	 killer Nafalar|0000002901 Weapon_Plasmagun_Heavy_T5_Pirate 
21:49:07.377  CMBT   | Killed ClanShip_Torpedo|0000034008;	 killer ClanShip_SideTurret_t5|0000000782 ClanShip_SideTurret_t5 
21:49:11.134  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000030993;	 killer ClanShip_SideTurret_t5|0000000774 ClanShip_SideTurret_t5 
21:49:18.721  CMBT   | Killed ClanShip_Stuff_Emp_SGen|0000000411;	 killer Py6Jl|0000002265 Weapon_ThorHammer_T5_Epic 
21:49:21.532  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000031091;	 killer Gladiator|-000000001 ClanShip_SideTurret_t5 
21:49:26.690  CMBT   | Killed MSGallaxy	 Ship_Race1_L_T5_CraftUniq|0000002935;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:49:27.637  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040347;	 killer ClanShip_MainTurret_Empire|0000000275 ClanShip_MainTurret_Empire 
21:49:28.042  CMBT   | Killed ClanShip_SideTurret_t5|0000000737;	 killer Gabarn|-000000001 ClanShip_MainTurret_Empire 
21:49:32.347  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040226;	 killer ClanShip_MainTurret_Empire|0000000271 ClanShip_MainTurret_Empire 
21:49:36.843  CMBT   | Killed Jigolee	 Ship_Race3_M_T5_Faction2|0000009191;	 killer CMDshephardN7|0000043213 Module_EnergyReflector_T5_Epic 
21:49:37.400  CMBT   | Killed CMDshephardN7	 Ship_Race1_L_T5_Thrasher|0000043213;	 killer Py6Jl|0000002265 Module_ThorBlast 
21:49:41.217  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040668;	 killer ClanShip_SideTurret_t5|0000000715 ClanShip_SideTurret_t5 
21:49:41.779  CMBT   | Killed ClanShip_Stuff_Emp_SGen|0000000412;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:49:47.050  CMBT   | Killed ClanShip_Stuff_Emp_Radar|0000000512;	 killer Py6Jl|0000002265 Weapon_ThorHammer_T5_Epic 
21:49:50.145  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040144;	 killer Khushal64n6|0000048220 Weapon_PlasmaWebLaser_T5_Epic 
21:49:51.538  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040311;	 killer Khushal64n6|0000048220 Weapon_PlasmaWebLaser_T5_Epic 
21:49:51.948  CMBT   | Killed SpyBeacon(AquisitorT)|0000050267;	 killer AquisitorT|0000048740 Module_RamHull_T5_Epic <FriendlyFire>
21:49:53.225  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000622;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:49:56.886  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040186;	 killer ClanShip_SideTurret_t5|0000000717 ClanShip_SideTurret_t5 
21:49:58.843  CMBT   | Killed RemoteDisintegratorDrone(TORON)|0000042259;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:50:00.255  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040254;	 killer Gladiator|0000051189 ClanShip_SideTurret_t5 
21:50:02.092  CMBT   | Killed ClanShip_Torpedo|0000052190;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:50:03.779  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040164;	 killer ClanShip_SideTurret_t5|0000000723 ClanShip_SideTurret_t5 
21:50:03.779  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000648;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:50:04.903  CMBT   | Killed ClanShip_SideTurret_t5|0000000717;	 killer evergreen|0000048187 Weapon_ClanShipDrone_Laser 
21:50:05.914  CMBT   | Killed ClanShip_SideTurret|0000000400;	 killer Nafalar|0000002901 Weapon_Plasmagun_Heavy_T5_Pirate 
21:50:06.133  CMBT   | Killed ClanShip_Torpedo|0000052192;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:50:09.615  CMBT   | Killed RemoteDisintegratorDrone(TORON)|0000055888;	 killer TENEVOY|0000001765 Module_Disintegrator_T4_Base 
21:50:10.469  CMBT   | Killed Expendable_BattleDroneMedium_T5_Mk3(MSGallaxy)|0000056245;	 killer MSGallaxy|0000056245 (suicide) <FriendlyFire>
21:50:10.470  CMBT   | Killed MSGallaxy	 Ship_Race3_M_T5_Wolfhound|0000050101;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:50:11.701  CMBT   | Killed ClanShip_Torpedo|0000052196;	 killer ClanShip_SideTurret_t5|0000000782 ClanShip_SideTurret_t5 
21:50:12.489  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000437;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:50:12.489  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000440;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:50:12.489  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000402;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:50:12.490  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000417;	 killer TENEVOY|0000001765 SpaceMissile_Torpedo_T4_Mk3 
21:50:13.655  CMBT   | Killed Ship_Bot_ClanShipDroneBig_Empire|0000040276;	 killer ClanShip_SideTurret_t5|0000000723 ClanShip_SideTurret_t5 
21:50:13.880  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000646;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:50:13.881  CMBT   | Killed ClanShip_SideTurret_t5|0000000735;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:50:16.348  CMBT   | Killed ClanShip_SideTurret_t5|0000000754;	 killer Gladiator|0000051189 Module_Javelin_T5_Epic 
21:50:17.311  CMBT   | Killed ClanShip_SideTurret_t5|0000000723;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:50:17.311  CMBT   | Killed ClanShip_SideTurret_t5|0000000715;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:50:17.312  CMBT   | Killed ClanShip_SideTurret_t5|0000000713;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:50:17.920  CMBT   | Killed TORON	 Ship_Race1_L_T5_CraftUniq|0000003964;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:50:19.158  CMBT   | Killed ClanShip_SideTurret|0000000413;	 killer PomogitePsixy|0000002329 Weapon_Hammer_T5_Epic 
21:50:24.426  CMBT   | Killed ClanShip_SideTurret_t5|0000000782;	 killer Gladiator|0000051189 Weapon_PlasmaBursts_T5_Rel 
21:50:28.530  CMBT   | Killed AquisitorT	 Ship_Race5_S_SCOUT_Rank15_11|0000048740;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:50:31.109  CMBT   | Killed ClanShip_SideTurret_t5|0000000778;	 killer Feresey|0000001628 Weapon_ThorHammer_T5_Epic 
21:50:34.812  CMBT   | Killed ClanShip_Stuff_Emp_ElementC|0000000423;	 killer Nafalar|0000002901 Weapon_Plasmagun_Heavy_T5_Pirate 
21:50:38.236  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000640;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:50:40.135  CMBT   | Killed ClanShip_SideTurret_t5|0000000719;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:50:41.106  CMBT   | Killed Expendable_BattleDroneMedium_T5_Mk3(TORON)|0000065465;	 killer PomogitePsixy|0000002329 Weapon_Hammer_T5_Epic 
21:50:42.575  CMBT   | Killed TORON	 Ship_Race3_M_T5_Premium|0000065008;	 killer Rule34|0000002058 Expendable_BattleDroneLarge_T5_Mk3 
21:50:43.284  CMBT   | Killed ClanShip_SideTurret_t5|0000000721;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:50:45.820  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000601;	 killer Khushal64n6|0000064781 Module_Javelin_T5_Epic 
21:50:49.977  CMBT   | Killed CMDshephardN7	 Ship_Race1_L_T5_Thrasher|0000066644;	 killer Rule34|0000002058 Expendable_BattleDroneLarge_T5_Mk3 
21:50:50.653  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000604;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:50:53.279  CMBT   | Killed MSGallaxy	 Ship_Race1_L_T5_Craft|0000066998;	 killer Gladiator|0000051189 Module_BFG_T5_Epic 
21:50:55.484  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000656;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:50:56.830  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000644;	 killer Gabarn|0000042970 ClanShip_MainTurret_Empire 
21:50:57.096  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000655;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:50:57.842  CMBT   | Killed SwarmPack3(aSpectro)|0000065142;	 killer aSpectro|0000065142 (suicide) <FriendlyFire>
21:50:57.843  CMBT   | Killed aSpectro	 Ship_Race5_H_OVERSEER_Rank15_13|0000065075;	 killer Py6Jl|0000002265 Module_CookCannon_T5_Epic 
21:50:57.843  CMBT   | Killed Module_CookCannon_T5_Epic(aSpectro)|0000065090;	 killer Py6Jl|0000002265 SpaceMissile_Standart_T5_Mk3 
21:51:01.025  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000607;	 killer Khushal64n6|0000064781 Module_Javelin_T5_Epic 
21:51:03.610  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000610;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:51:08.727  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000653;	 killer Khushal64n6|0000064781 Module_Javelin_T5_Epic 
21:51:10.796  CMBT   | Killed ClanShip_SideTurret|0000000524;	 killer Jigolee|0000051999 Weapon_Railgun_Basic_T5_Rel 
21:51:15.566  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000650;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.572  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000654;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.572  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000649;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.572  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000545;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000571;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000613;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementA|0000000551;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000660;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000643;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000616;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000619;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.573  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000659;	 killer Gabarn|0000042970 SpaceMissile_Nuke_T4_Mk3 
21:51:15.732  CMBT   | Killed ClanShip_SideTurret_t5|0000000750;	 killer Gladiator|0000051189 Module_Javelin_T5_Epic 
21:51:16.403  CMBT   | Killed Jigolee	 Ship_Race1_M_T5_Hadrian|0000051999;	 killer aSpectro|-000000001 ClanShip_SideRocketTurret_t5 
21:51:17.031  CMBT   | Killed ClanShip_SideTurret|0000000528;	 killer PomogitePsixy|0000002329 Weapon_Hammer_T5_Epic 
21:51:17.590  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000498;	 killer ClanShip_MainTurret_Empire|0000000283 ClanShip_MainTurret_Empire 
21:51:20.220  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000633;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.220  CMBT   | Killed ClanShip_Stuff_Emp_ElementB|0000000544;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementC|0000000547;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000574;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementB|0000000559;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementJ|0000000645;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000658;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000628;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementI|0000000657;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.221  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000565;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:20.222  CMBT   | Killed ClanShip_Stuff_Emp_ElementC|0000000561;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
21:51:31.180  CMBT   | Killed ClanShip_SideRocketTurret_t5|0000000759;	 killer Nafalar|0000002901 Weapon_Plasmagun_Heavy_T5_Pirate 
21:51:36.614  CMBT   | Killed ClanShip_Stuff_Emp_ElementD|0000000583;	 killer Khushal64n6|0000064781 Weapon_PlasmaWebLaser_T5_Epic 
21:51:39.757  CMBT   | Killed Khushal64n6	 Ship_Race3_H_T5_Uniq|0000064781;	 killer Gladiator|0000051189 Weapon_PlasmaBursts_T5_Rel 
21:51:41.105  CMBT   | Killed TORON	 Ship_Race3_S_T5_CraftUniq|0000077019;	 killer Gladiator|0000051189 ClanShip_SideTurret_t5 
21:51:44.311  CMBT   | Killed ClanShip_SideTurret|0000000667;	 killer evergreen|0000048187 SpaceMissile_Nuke_T4_Mk3 
